id,index_right,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,ESPECI1_CI,ESPECI2_CI,ESPECI3_CI,ESPECI4_CI,ESPECI5_CI,ESPECI6_CI,ESPECI1_CO,ESPECI2_CO,ESPECI3_CO,ESPECI4_CO,ESPECI5_CO,ESPECI6_CO,ESPCC1,ESPCC2,cummulative_greenness,eft,minimum_greenness,season_length,seasonal_variation,elevation,slope,aspect,ndvi_l8,ndvi_s2
213,216,BOSQUE NATIVO RENOVAL MUY ABIERTO,BOSQUE,NATIVO,RENOVAL,MUY ABIERTO,2 - 4,ESCLEROFILO,PEUMO QUILLAY LITRE,quillaja saponaria,austrocedrus chilensis,schinus polygamus,,,,quillay,cipres de la cordillera,huingan,,,,austrocedrus chilensis,,2.51376104355,1.0,0.11109566688,88.0,0.11351840571,1643.0777587890625,32.62221908569336,160.18328857421875,0.4039517657865421,0.2747613544394612
1020,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2878.605224609375,23.56298828125,302.93316650390625,0.0768076758660286,0.0445159485642163
549,202,BOSQUE NATIVO RENOVAL DENSO,BOSQUE,NATIVO,RENOVAL,DENSO,4 - 8,ESCLEROFILO,PEUMO QUILLAY LITRE,cryptocarya alba,lithrea caustica,quillaja saponaria,otholobium glandulosum,acacia caven,kageneckia oblonga,peumo,litre,quillay,culen,espino,bollen,porlieria chilensis,,2.48387002945,4.0,0.17750366777,72.0,0.07070561126,1405.3035888671875,25.277006149291992,52.13638305664063,0.4010018597305158,0.4700854700854701
558,117,MATORRAL ARBORESCENTE SEMIDENSO,PRADERAS Y MATORRALES,MATORRAL ARBORESCENTE,NO APLICA,SEMIDENSO,NO APLICA,NO APLICA,NO APLICA,talguenea quinquinervia,echinopsis chiloensis,quillaja saponaria,adesmia confusa,porlieria chilensis,,tralhuen,quisco,quillay,espinillo,guayacan,,porlieria chilensis,,2.34879910946,1.0,0.07293637842,104.0,0.11501268297,1788.3988037109375,43.64055252075195,252.2915954589844,0.2490676866925148,0.2055785123966942
310,4,MATORRAL SEMIDENSO,PRADERAS Y MATORRALES,MATORRAL,NO APLICA,SEMIDENSO,NO APLICA,NO APLICA,NO APLICA,lithrea caustica,colliguaja odorifera,kageneckia oblonga,,,,litre,colliguay,bollen,,,,,,2.32074487209,4.0,0.08886194229,64.0,0.19639211148,909.7349853515624,21.19375228881836,349.3196716308594,0.2028925061888437,0.1595466434176111
743,137,BOSQUE NATIVO RENOVAL SEMIDENSO,BOSQUE,NATIVO,RENOVAL,SEMIDENSO,2 - 4,ESCLEROFILO,PEUMO QUILLAY LITRE,lithrea caustica,quillaja saponaria,kageneckia oblonga,acacia caven,gochnatia fascicularis,echinopsis chiloensis,litre,quillay,bollen,espino,mira mira,quisco,porlieria chilensis,,,,,,,1860.0667724609373,22.62225341796875,241.380111694336,0.4410075674902053,0.4187224674679028
740,40,BOSQUE NATIVO RENOVAL SEMIDENSO,BOSQUE,NATIVO,RENOVAL,SEMIDENSO,4 - 8,ESCLEROFILO,PEUMO QUILLAY LITRE,quillaja saponaria,lithrea caustica,schinus polygamus,acacia caven,porlieria chilensis,,quillay,litre,huingan,espino,guayacan,,porlieria chilensis,,,,,,,1740.078857421875,16.665327072143555,9.74282932281494,0.3135267467782615,0.2828902522154055
605,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2537.057861328125,36.61613082885742,287.0123596191406,0.1064069436162459,0.0736224028906955
332,207,ESTEPA ANDINA CENTRAL,PRADERAS Y MATORRALES,PRADERAS,ESTEPA ANDINA CENTRAL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,lupinus microcarpus,bromus berterianus,,,,,sin nombre comun,tuca,,,,,,,1.95383518934,1.0,0.09777164832,88.0,0.0746286884,2133.670166015625,14.219040870666504,292.27398681640625,0.16693701378467,0.158675799086758
168,41,BOSQUE NATIVO RENOVAL SEMIDENSO,BOSQUE,NATIVO,RENOVAL,SEMIDENSO,4 - 8,ESCLEROFILO,PEUMO QUILLAY LITRE,quillaja saponaria,lithrea caustica,schinus polygamus,acacia caven,porlieria chilensis,,quillay,litre,huingan,espino,guayacan,,porlieria chilensis,,2.15554189682,1.0,0.14439025521,80.0,0.04992836528,1610.677001953125,32.44596099853516,240.2445526123047,0.3413162593117034,0.4107485604606526
